country,year,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Tanzania,2017,uniqueid_4151,Yes,Rural,Yes,1,45,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_4152,No,Urban,No,4,40,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4153,No,Urban,No,1,70,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_4154,No,Urban,No,2,80,Male,Head of Household,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_4155,No,Urban,Yes,3,52,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4156,No,Urban,No,1,45,Female,Head of Household,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_4157,No,Urban,Yes,3,34,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4158,Yes,Rural,Yes,5,20,Male,Other relative,Divorced/Seperated,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_4159,No,Rural,No,2,27,Female,Head of Household,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_4160,No,Urban,No,2,63,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4161,Yes,Rural,Yes,2,36,Female,Spouse,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4162,No,Urban,Yes,2,39,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4163,No,Urban,Yes,2,32,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4164,No,Urban,No,2,19,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4165,No,Urban,Yes,3,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4166,No,Urban,No,2,25,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4167,No,Rural,No,1,61,Male,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_4168,No,Rural,No,2,25,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4169,No,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4170,No,Urban,No,3,20,Female,Other relative,Single/Never Married,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_4171,No,Urban,Yes,2,16,Male,Other non-relatives,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_4172,No,Rural,No,2,26,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4173,No,Urban,No,2,22,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4174,No,Urban,No,3,68,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4175,No,Urban,No,2,70,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_4176,No,Urban,Yes,2,30,Female,Spouse,Single/Never Married,Secondary education,Informally employed
Tanzania,2017,uniqueid_4177,No,Urban,No,2,56,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4178,No,Urban,No,3,55,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4179,Yes,Urban,Yes,2,37,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4180,No,Urban,Yes,2,31,Male,Other non-relatives,Divorced/Seperated,No formal education,Self employed
Tanzania,2017,uniqueid_4181,No,Urban,Yes,2,20,Female,Child,Divorced/Seperated,Secondary education,Self employed
Tanzania,2017,uniqueid_4182,No,Urban,No,4,47,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_4183,No,Urban,No,2,55,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4184,No,Urban,Yes,2,26,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4185,Yes,Urban,Yes,1,24,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_4186,No,Urban,No,2,22,Female,Parent,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4187,No,Urban,Yes,3,23,Female,Other relative,Divorced/Seperated,Vocational/Specialised training,Remittance Dependent
Tanzania,2017,uniqueid_4188,No,Urban,No,2,26,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4189,No,Urban,No,5,17,Female,Parent,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4190,No,Rural,No,1,65,Female,Head of Household,Widowed,No formal education,Other Income
Tanzania,2017,uniqueid_4191,No,Urban,Yes,2,49,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4192,No,Urban,Yes,4,21,Male,Child,Divorced/Seperated,Secondary education,Self employed
Tanzania,2017,uniqueid_4193,No,Urban,Yes,1,34,Female,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_4194,No,Urban,Yes,4,34,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4195,No,Urban,No,2,76,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_4196,No,Rural,Yes,5,22,Male,Parent,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_4197,No,Urban,Yes,4,19,Male,Child,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4198,No,Urban,Yes,2,33,Male,Parent,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_4199,No,Urban,No,2,38,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4200,No,Rural,Yes,4,40,Male,Other relative,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4201,No,Urban,No,2,45,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4202,No,Urban,No,2,30,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4203,Yes,Urban,Yes,3,52,Female,Head of Household,Widowed,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4204,No,Urban,Yes,2,60,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4205,No,Urban,Yes,1,70,Male,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4206,No,Urban,Yes,1,37,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4207,No,Urban,Yes,2,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4208,No,Urban,No,1,51,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_4209,No,Rural,Yes,2,39,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4210,No,Urban,No,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4211,No,Urban,Yes,2,34,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4212,No,Urban,Yes,2,31,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4213,No,Urban,Yes,4,26,Female,Child,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4214,No,Rural,No,2,40,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4215,No,Rural,Yes,2,23,Male,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4216,Yes,Rural,Yes,3,43,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_4217,No,Rural,Yes,2,25,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4218,No,Urban,No,2,91,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4219,No,Rural,Yes,1,24,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_4220,No,Urban,Yes,1,54,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4221,No,Urban,No,4,47,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4222,No,Urban,Yes,2,26,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4223,No,Urban,Yes,3,38,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4224,Yes,Rural,Yes,4,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4225,No,Urban,Yes,6,24,Male,Parent,Divorced/Seperated,Secondary education,Self employed
Tanzania,2017,uniqueid_4226,No,Urban,Yes,2,21,Male,Parent,Divorced/Seperated,No formal education,Self employed
Tanzania,2017,uniqueid_4227,No,Rural,Yes,2,26,Female,Spouse,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4228,No,Urban,No,2,42,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4229,No,Urban,Yes,4,43,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4230,No,Urban,No,2,40,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4231,No,Urban,Yes,2,35,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4232,No,Rural,Yes,2,21,Male,Other relative,Divorced/Seperated,Secondary education,Formally employed Private
Tanzania,2017,uniqueid_4233,No,Rural,Yes,2,40,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4234,No,Urban,No,2,27,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4235,Yes,Urban,Yes,1,45,Female,Head of Household,Married/Living together,Secondary education,Self employed
Tanzania,2017,uniqueid_4236,No,Urban,No,2,60,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4237,No,Urban,No,3,68,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4238,No,Urban,No,1,23,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4239,No,Rural,No,1,62,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_4240,No,Urban,No,3,36,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_4241,No,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4242,No,Urban,No,3,18,Female,Parent,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_4243,No,Urban,No,2,22,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4244,No,Rural,Yes,4,25,Male,Parent,Divorced/Seperated,Tertiary education,No Income
Tanzania,2017,uniqueid_4245,Yes,Rural,Yes,1,63,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Government Dependent
Tanzania,2017,uniqueid_4246,No,Urban,No,7,17,Male,Parent,Divorced/Seperated,Secondary education,Informally employed
Tanzania,2017,uniqueid_4247,No,Urban,No,1,44,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4248,Yes,Urban,Yes,2,53,Female,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4249,No,Urban,No,2,38,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4250,No,Urban,Yes,1,40,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4251,No,Rural,Yes,1,22,Male,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4252,No,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4253,No,Urban,Yes,6,19,Male,Parent,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_4254,No,Rural,No,1,46,Female,Head of Household,Married/Living together,No formal education,Self employed
Tanzania,2017,uniqueid_4255,No,Urban,Yes,3,41,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4256,No,Urban,No,5,23,Female,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4257,No,Urban,Yes,4,53,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4258,No,Urban,No,1,28,Male,Child,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4259,No,Urban,Yes,1,27,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4260,Yes,Rural,Yes,3,35,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4261,No,Rural,No,1,52,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_4262,No,Urban,Yes,1,45,Female,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4263,No,Urban,Yes,3,20,Female,Parent,Divorced/Seperated,Primary education,No Income
Tanzania,2017,uniqueid_4264,No,Rural,Yes,2,29,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4265,No,Urban,Yes,2,40,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4266,No,Urban,No,1,73,Female,Head of Household,Widowed,No formal education,No Income
Tanzania,2017,uniqueid_4267,No,Rural,No,1,25,Female,Head of Household,Single/Never Married,No formal education,No Income
Tanzania,2017,uniqueid_4268,No,Urban,Yes,3,44,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4269,No,Urban,No,2,23,Female,Other relative,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4270,No,Rural,Yes,5,26,Male,Parent,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_4271,No,Urban,Yes,3,68,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4272,No,Rural,No,2,24,Female,Spouse,Single/Never Married,Tertiary education,No Income
Tanzania,2017,uniqueid_4273,No,Urban,No,3,83,Male,Child,Widowed,No formal education,No Income
Tanzania,2017,uniqueid_4274,No,Rural,Yes,2,33,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_4275,No,Rural,Yes,2,67,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4276,No,Rural,Yes,2,19,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4277,No,Urban,No,3,30,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4278,No,Urban,Yes,1,71,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4279,No,Urban,Yes,2,30,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4280,No,Urban,Yes,1,48,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4281,No,Urban,No,5,22,Male,Parent,Divorced/Seperated,No formal education,Self employed
Tanzania,2017,uniqueid_4282,No,Urban,No,2,32,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4283,No,Urban,No,3,49,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4284,No,Urban,No,2,17,Male,Parent,Divorced/Seperated,No formal education,Informally employed
Tanzania,2017,uniqueid_4285,Yes,Urban,Yes,1,25,Female,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_4286,No,Urban,Yes,4,51,Female,Other relative,Married/Living together,Primary education,Self employed
